Amount	FirstDigit	SecondDigit	FirstTwo
$484.99	4	8	48
$518.06	5	1	51
"$1,640.66"	1	6	16
"$1,640.66"	1	6	16
$470.18	4	7	47
$470.18	4	7	47
$245.99	2	4	24
$245.99	2	4	24
$65.25	6	5	65
"$2,799.15"	2	7	27
"$2,799.15"	2	7	27
$981.10	9	8	98
$981.10	9	8	98
"$2,167.79"	2	1	21
$186.84	1	8	18
$186.84	1	8	18
$65.25	6	5	65
"$1,296.62"	1	2	12
"$1,027.20"	1	0	10
$341.67	3	4	34
$660.94	6	6	66
$660.94	6	6	66
"$1,027.20"	1	0	10
$817.06	8	1	81
$308.51	3	0	30
$308.51	3	0	30
$23.97	2	3	23
$23.97	2	3	23
$535.34	5	3	53
$535.34	5	3	53
"$3,077.38"	3	0	30
$999.60	9	9	99
$999.60	9	9	99
$361.87	3	6	36
($280.88)	2	8	28
$89.47	8	9	89
$866.85	8	6	86
$793.19	7	9	79
"$1,104.31"	1	1	11
"$4,642.35"	4	6	46
$433.81	4	3	43
$279.88	2	7	27
$776.02	7	7	77
$261.21	2	6	26
$289.50	2	8	28
$956.10	9	5	95
$313.94	3	1	31
"$1,226.86"	1	2	12
"$1,657.83"	1	6	16
($4.32)	4	3	43
"$2,094.25"	2	0	20
"$2,094.25"	2	0	20
$127.37	1	2	12
$76.15	7	6	76
$113.02	1	1	11
"$1,213.50"	1	2	12
$373.90	3	7	37
$200.00	2	0	20
$927.06	9	2	92
"$1,040.73"	1	0	10
$416.97	4	1	41
$736.12	7	3	73
$52.85	5	2	52
$344.02	3	4	34
$809.93	8	0	80
"$2,690.53"	2	6	26
"$2,100.65"	2	1	21
"$1,520.31"	1	5	15
$194.10	1	9	19
$386.90	3	8	38
"$1,033.84"	1	0	10
$764.25	7	6	76
$626.64	6	2	62
"$1,021.38"	1	0	10
$416.78	4	1	41
$822.38	8	2	82
"$2,179.25"	2	1	21
"$1,242.54"	1	2	12
$627.62	6	2	62
$343.87	3	4	34
$259.36	2	5	25
$297.00	2	9	29
$83.25	8	3	83
"$2,727.15"	2	7	27
$27.50	2	7	27
$261.09	2	6	26
$279.88	2	7	27
$312.23	3	1	31
"$4,198.07"	4	1	41
"$2,062.75"	2	0	20
$101.98	1	0	10
"$3,250.81"	3	2	32
$686.03	6	8	68
$313.68	3	1	31
"$1,048.48"	1	0	10
$404.09	4	0	40
$289.78	2	8	28
$627.89	6	2	62
$387.72	3	8	38
$111.52	1	1	11
$169.25	1	6	16
$91.27	9	1	91
"$1,035.93"	1	0	10
$245.56	2	4	24
"$1,139.86"	1	1	11
$17.67	1	7	17
$264.34	2	6	26
$772.14	7	7	77
$381.55	3	8	38
"$1,715.35"	1	7	17
$79.50	7	9	79
"$2,886.43"	2	8	28
$306.45	3	0	30
$126.60	1	2	12
$861.79	8	6	86
$542.13	5	4	54
$798.82	7	9	79
$225.27	2	2	22
$257.32	2	5	25
$137.52	1	3	13
$149.44	1	4	14
$515.50	5	1	51
$542.13	5	4	54
$388.66	3	8	38
$793.19	7	9	79
"$1,243.55"	1	2	12
"$4,084.84"	4	0	40
$656.18	6	5	65
$656.18	6	5	65
$577.32	5	7	57
$683.68	6	8	68
($241.60)	2	4	24
"$3,066.18"	3	0	30
"$2,927.35"	2	9	29
"$1,027.08"	1	0	10
$687.25	6	8	68
$570.00	5	7	57
"$1,034.79"	1	0	10
$144.77	1	4	14
"$1,516.50"	1	5	15
$324.02	3	2	32
$793.28	7	9	79
"$1,993.25"	1	9	19
$684.12	6	8	68
"$2,428.85"	2	4	24
$771.15	7	7	77
"$1,331.00"	1	3	13
"$1,962.86"	1	9	19
"($1,058.94)"	1	0	10
"$1,058.94"	1	0	10
$255.72	2	5	25
"$1,750.56"	1	7	17
$148.57	1	4	14
$577.44	5	7	57
"$1,296.88"	1	2	12
$449.04	4	4	44
"$1,093.05"	1	0	10
$159.02	1	5	15
$19.33	1	9	19
"$1,218.97"	1	2	12
$616.99	6	1	61
$385.13	3	8	38
$876.86	8	7	87
$772.54	7	7	77
"$2,302.07"	2	3	23
$110.67	1	1	11
$853.81	8	5	85
"$2,041.04"	2	0	20
$101.17	1	0	10
"$1,028.37"	1	0	10
$638.67	6	3	63
$11.23	1	1	11
$34.62	3	4	34
$683.52	6	8	68
$408.56	4	0	40
"$1,841.85"	1	8	18
$683.68	6	8	68
$383.96	3	8	38
$507.41	5	0	50
$286.95	2	8	28
$922.33	9	2	92
"$2,056.70"	2	0	20
$516.16	5	1	51
$76.10	7	6	76
$549.34	5	4	54
"$1,539.16"	1	5	15
$37.75	3	7	37
$75.55	7	5	75
$719.86	7	1	71
"$2,016.25"	2	0	20
"$1,906.25"	1	9	19
$57.64	5	7	57
$201.46	2	0	20
$155.07	1	5	15
$76.00	7	6	76
$888.99	8	8	88
"$1,319.19"	1	3	13
"$1,355.33"	1	3	13
$321.30	3	2	32
"$2,974.36"	2	9	29
$853.81	8	5	85
"($1,296.62)"	1	2	12
"$1,939.01"	1	9	19
$793.28	7	9	79
$654.00	6	5	65
$345.43	3	4	34
$824.79	8	2	82
$384.52	3	8	38
$949.09	9	4	94
$384.08	3	8	38
"$1,306.73"	1	3	13
"$1,099.54"	1	0	10
$47.22	4	7	47
$5.52	5	5	55
$102.12	1	0	10
$636.40	6	3	63
($67.88)	6	7	67
($27.91)	2	7	27
($32.46)	3	2	32
$293.16	2	9	29
$544.34	5	4	54
$544.34	5	4	54
$96.76	9	6	96
$656.34	6	5	65
$664.29	6	6	66
($241.71)	2	4	24
$102.14	1	0	10
$740.34	7	4	74
$97.20	9	7	97
"$1,334.25"	1	3	13
$797.40	7	9	79
"$1,252.69"	1	2	12
$830.11	8	3	83
$11.11	1	1	11
"$1,158.91"	1	1	11
$904.61	9	0	90
$147.19	1	4	14
$236.21	2	3	23
$975.51	9	7	97
$50.21	5	0	50
$470.82	4	7	47
$77.71	7	7	77
"$1,981.48"	1	9	19
$99.14	9	9	99
$75.00	7	5	75
$38.00	3	8	38
$80.00	8	0	80
$38.00	3	8	38
$80.00	8	0	80
$35.00	3	5	35
$80.00	8	0	80
$35.00	3	5	35
$114.00	1	1	11
$160.00	1	6	16
$35.00	3	5	35
$80.00	8	0	80
$105.00	1	0	10
$80.00	8	0	80
$80.00	8	0	80
$35.00	3	5	35
$80.00	8	0	80
($35.00)	3	5	35
$80.00	8	0	80
$35.00	3	5	35
$80.00	8	0	80
$35.00	3	5	35
$80.00	8	0	80
$35.00	3	5	35
$80.00	8	0	80
$35.00	3	5	35
$38.00	3	8	38
$80.00	8	0	80
$80.00	8	0	80
$35.00	3	5	35
$38.00	3	8	38
$80.00	8	0	80
$80.00	8	0	80
$35.00	3	5	35
$838.94	8	3	83
$117.56	1	1	11
$107.88	1	0	10
$189.41	1	8	18
$111.86	1	1	11
$136.00	1	3	13
"$1,063.84"	1	0	10
$129.67	1	2	12
$85.17	8	5	85
$65.16	6	5	65
$593.17	5	9	59
$95.00	9	5	95
"$1,045.00"	1	0	10
"$1,500.00"	1	5	15
$310.00	3	1	31
$335.00	3	3	33
$425.00	4	2	42
$400.00	4	0	40
$415.00	4	1	41
"$1,075.00"	1	0	10
$420.48	4	2	42
$156.25	1	5	15
$90.89	9	0	90
$554.28	5	5	55
$599.49	5	9	59
$45.04	4	5	45
$68.91	6	8	68
"$5,508.37"	5	5	55
"$2,266.71"	2	2	22
"$1,830.00"	1	8	18
"$47,025.00"	4	7	47
"$2,895.00"	2	8	28
"$1,225.00"	1	2	12
"$1,190.00"	1	1	11
"$2,450.00"	2	4	24
"$1,451.40"	1	4	14
"$5,651.24"	5	6	56
"$4,622.50"	4	6	46
"$1,840.00"	1	8	18
"$2,095.00"	2	0	20
"$3,415.00"	3	4	34
"$3,280.00"	3	2	32
"$7,030.00"	7	0	70
"$3,330.00"	3	3	33
$840.00	8	4	84
"$1,671.60"	1	6	16
$24.91	2	4	24
"$1,040.39"	1	0	10
$236.05	2	3	23
$216.38	2	1	21
$141.96	1	4	14
$164.58	1	6	16
$170.68	1	7	17
($94.79)	9	4	94
$500.00	5	0	50
$193.94	1	9	19
$296.12	2	9	29
$229.46	2	2	22
$76.49	7	6	76
$188.95	1	8	18
$103.88	1	0	10
"$6,235.00"	6	2	62
"$2,765.71"	2	7	27
$254.70	2	5	25
$35.00	3	5	35
$35.00	3	5	35
$35.00	3	5	35
$35.00	3	5	35
$25.00	2	5	25
$25.00	2	5	25
$35.00	3	5	35
$35.00	3	5	35
$25.00	2	5	25
$25.00	2	5	25
$25.00	2	5	25
$466.68	4	6	46
$325.39	3	2	32
$35.00	3	5	35
$665.00	6	6	66
$665.00	6	6	66
$35.00	3	5	35
$35.00	3	5	35
$35.00	3	5	35
$35.00	3	5	35
$148.16	1	4	14
$148.16	1	4	14
$161.54	1	6	16
$161.54	1	6	16
$148.16	1	4	14
$161.54	1	6	16
$161.54	1	6	16
$120.79	1	2	12
$148.16	1	4	14
$161.54	1	6	16
$161.54	1	6	16
$140.30	1	4	14
$148.16	1	4	14
$138.46	1	3	13
$23.08	2	3	23
$138.46	1	3	13
$23.08	2	3	23
$148.16	1	4	14
$161.54	1	6	16
$148.16	1	4	14
$148.16	1	4	14
$161.54	1	6	16
$161.54	1	6	16
$161.54	1	6	16
$161.54	1	6	16
$161.54	1	6	16
$148.16	1	4	14
$148.16	1	4	14
$148.16	1	4	14
$148.16	1	4	14
$148.16	1	4	14
$148.16	1	4	14
$148.16	1	4	14
$148.16	1	4	14
$148.16	1	4	14
$148.16	1	4	14
$148.16	1	4	14
$161.54	1	6	16
$148.16	1	4	14
$260.00	2	6	26
$253.85	2	5	25
$92.31	9	2	92
$221.54	2	2	22
$260.00	2	6	26
$253.85	2	5	25
$221.54	2	2	22
$364.62	3	6	36
$260.00	2	6	26
$154.61	1	5	15
$92.31	9	2	92
$260.00	2	6	26
$253.85	2	5	25
$221.54	2	2	22
$364.62	3	6	36
$364.62	3	6	36
$272.31	2	7	27
$92.31	9	2	92
$154.61	1	5	15
$260.00	2	6	26
$260.00	2	6	26
$253.85	2	5	25
$154.61	1	5	15
$221.54	2	2	22
$364.62	3	6	36
$92.31	9	2	92
$260.00	2	6	26
$260.00	2	6	26
$253.85	2	5	25
$221.54	2	2	22
$364.62	3	6	36
$260.00	2	6	26
$154.61	1	5	15
$92.31	9	2	92
$154.61	1	5	15
$92.31	9	2	92
$260.00	2	6	26
$260.00	2	6	26
$253.85	2	5	25
$221.54	2	2	22
$364.62	3	6	36
$260.00	2	6	26
$253.85	2	5	25
$221.54	2	2	22
$364.62	3	6	36
$154.61	1	5	15
$92.31	9	2	92
$260.00	2	6	26
$260.00	2	6	26
$253.85	2	5	25
$221.54	2	2	22
$364.62	3	6	36
$260.00	2	6	26
$154.61	1	5	15
$92.31	9	2	92
$260.00	2	6	26
$154.61	1	5	15
$92.31	9	2	92
$46.15	4	6	46
$103.84	1	0	10
$154.61	1	5	15
$92.31	9	2	92
$260.00	2	6	26
$46.15	4	6	46
$154.61	1	5	15
$92.31	9	2	92
$260.00	2	6	26
$154.61	1	5	15
$92.31	9	2	92
$260.00	2	6	26
$154.61	1	5	15
$92.31	9	2	92
$260.00	2	6	26
$260.00	2	6	26
$260.00	2	6	26
$154.61	1	5	15
$154.61	1	5	15
$92.31	9	2	92
$92.31	9	2	92
$260.00	2	6	26
$46.15	4	6	46
$154.61	1	5	15
$92.31	9	2	92
$260.00	2	6	26
$154.61	1	5	15
$92.31	9	2	92
$46.15	4	6	46
$260.00	2	6	26
$154.61	1	5	15
$92.31	9	2	92
$260.00	2	6	26
$154.61	1	5	15
$92.31	9	2	92
$46.15	4	6	46
$260.00	2	6	26
$154.61	1	5	15
$92.31	9	2	92
$260.00	2	6	26
$253.85	2	5	25
$92.31	9	2	92
$260.00	2	6	26
$253.85	2	5	25
$221.54	2	2	22
$92.31	9	2	92
$260.00	2	6	26
$253.85	2	5	25
$221.54	2	2	22
$92.31	9	2	92
$221.54	2	2	22
$260.00	2	6	26
$253.85	2	5	25
$92.31	9	2	92
$260.00	2	6	26
$253.85	2	5	25
$221.54	2	2	22
$92.31	9	2	92
$260.00	2	6	26
$260.00	2	6	26
$253.85	2	5	25
$253.85	2	5	25
$221.54	2	2	22
$221.54	2	2	22
$364.62	3	6	36
$364.62	3	6	36
$99.23	9	9	99
$99.23	9	9	99
$28.00	2	8	28
$279.62	2	7	27
$275.78	2	7	27
$380.10	3	8	38
$333.27	3	3	33
$763.77	7	6	76
$412.65	4	1	41
$409.82	4	0	40
$496.34	4	9	49
$388.61	3	8	38
$520.93	5	2	52
"$1,281.95"	1	2	12
$227.17	2	2	22
$224.96	2	2	22
$472.75	4	7	47
$439.53	4	3	43
$11.71	1	1	11
$11.78	1	1	11
$6.51	6	5	65
$56.90	5	6	56
$31.61	3	1	31
$10.03	1	0	10
$61.67	6	1	61
$15.10	1	5	15
$96.98	9	6	96
$33.81	3	3	33
$50.00	5	0	50
$20.78	2	0	20
$8.58	8	5	85
$3.57	3	5	35
$6.15	6	1	61
$14.90	1	4	14
$36.78	3	6	36
$2.88	2	8	28
$21.60	2	1	21
$24.62	2	4	24
$19.10	1	9	19
$26.71	2	6	26
$2.68	2	6	26
$50.08	5	0	50
$26.73	2	6	26
$14.37	1	4	14
$22.78	2	2	22
$7.89	7	8	78
$13.99	1	3	13
$9.18	9	1	91
$6.55	6	5	65
$7.98	7	9	79
$31.79	3	1	31
$26.01	2	6	26
$46.24	4	6	46
$14.50	1	4	14
$24.86	2	4	24
$80.38	8	0	80
$84.62	8	4	84
$9.57	9	5	95
$98.38	9	8	98
$35.86	3	5	35
$10.72	1	0	10
$13.98	1	3	13
$7.56	7	5	75
$12.61	1	2	12
$9.68	9	6	96
$56.97	5	6	56
$54.02	5	4	54
$7.53	7	5	75
$19.87	1	9	19
$111.28	1	1	11
$112.64	1	1	11
$106.18	1	0	10
$16.33	1	6	16
$23.63	2	3	23
$82.88	8	2	82
$8.12	8	1	81
$96.89	9	6	96
$25.82	2	5	25
$33.40	3	3	33
$19.35	1	9	19
$24.70	2	4	24
$29.46	2	9	29
$47.95	4	7	47
$28.58	2	8	28
$40.07	4	0	40
$51.70	5	1	51
$14.61	1	4	14
$43.44	4	3	43
$16.16	1	6	16
$64.89	6	4	64
$4.23	4	2	42
$42.09	4	2	42
$3.93	3	9	39
$5.87	5	8	58
$28.30	2	8	28
$48.32	4	8	48
$12.61	1	2	12
$40.42	4	0	40
$18.18	1	8	18
$108.42	1	0	10
$22.71	2	2	22
$44.57	4	4	44
$31.92	3	1	31
$33.03	3	3	33
$28.83	2	8	28
$5.48	5	4	54
$57.92	5	7	57
$8.47	8	4	84
$137.15	1	3	13
$38.61	3	8	38
$160.67	1	6	16
$24.76	2	4	24
$29.60	2	9	29
$19.69	1	9	19
$13.99	1	3	13
$10.69	1	0	10
$16.73	1	6	16
$16.34	1	6	16
$20.38	2	0	20
$86.16	8	6	86
$42.10	4	2	42
$10.57	1	0	10
$63.46	6	3	63
$5.84	5	8	58
$5.91	5	9	59
$17.43	1	7	17
$20.45	2	0	20
$21.38	2	1	21
$17.01	1	7	17
$39.02	3	9	39
$23.98	2	3	23
$30.23	3	0	30
$7.00	7	0	70
$7.42	7	4	74
$51.40	5	1	51
$4.64	4	6	46
$34.88	3	4	34
$63.77	6	3	63
$7.51	7	5	75
$4.48	4	4	44
$5.97	5	9	59
$71.19	7	1	71
$11.38	1	1	11
$42.04	4	2	42
$15.67	1	5	15
$49.19	4	9	49
$31.56	3	1	31
$26.99	2	6	26
$27.96	2	7	27
$11.67	1	1	11
$18.02	1	8	18
$14.28	1	4	14
$39.18	3	9	39
$39.53	3	9	39
$13.55	1	3	13
$54.47	5	4	54
$74.40	7	4	74
$232.89	2	3	23
$91.70	9	1	91
$107.58	1	0	10
$301.87	3	0	30
$83.06	8	3	83
$69.96	6	9	69
$69.96	6	9	69
$71.96	7	1	71
$112.87	1	1	11
$136.46	1	3	13
$137.80	1	3	13
$86.15	8	6	86
$74.58	7	4	74
$74.58	7	4	74
$88.00	8	8	88
$20.20	2	0	20
"$1,178.32"	1	1	11
"$1,466.21"	1	4	14
$739.23	7	3	73
$776.15	7	7	77
$213.68	2	1	21
$210.34	2	1	21
$282.30	2	8	28
$305.13	3	0	30
$770.34	7	7	77
$161.79	1	6	16
$293.77	2	9	29
$227.48	2	2	22
"$1,975.61"	1	9	19
$310.83	3	1	31
$623.05	6	2	62
$278.58	2	7	27
"$2,651.18"	2	6	26
$945.60	9	4	94
$300.00	3	0	30
$29.00	2	9	29
$44.25	4	4	44
$100.00	1	0	10
$179.52	1	7	17
$118.80	1	1	11
$92.34	9	2	92
$18.93	1	8	18
$65.61	6	5	65
$35.00	3	5	35
$35.00	3	5	35
$35.00	3	5	35
$35.00	3	5	35
$35.00	3	5	35
$35.00	3	5	35
$35.00	3	5	35
$35.00	3	5	35
$35.00	3	5	35
$35.00	3	5	35
$35.00	3	5	35
$35.00	3	5	35
$35.00	3	5	35
$35.00	3	5	35
$35.00	3	5	35
$200.00	2	0	20
$419.07	4	1	41
$94.42	9	4	94
$51.12	5	1	51
$91.32	9	1	91
$346.83	3	4	34
$295.00	2	9	29
$675.20	6	7	67
$722.70	7	2	72
$280.00	2	8	28
$88.00	8	8	88
$68.91	6	8	68
$162.88	1	6	16
$109.62	1	0	10
$100.90	1	0	10
$172.73	1	7	17
$156.55	1	5	15
$462.81	4	6	46
$571.66	5	7	57
$155.08	1	5	15
$119.20	1	1	11
$521.22	5	2	52
$368.88	3	6	36
$115.18	1	1	11
$139.49	1	3	13
$493.35	4	9	49
$406.65	4	0	40
$127.04	1	2	12
$129.78	1	2	12
$480.21	4	8	48
$149.43	1	4	14
$371.27	3	7	37
$139.48	1	3	13
$436.32	4	3	43
$199.93	1	9	19
$579.25	5	7	57
$256.75	2	5	25
$520.10	5	2	52
$317.00	3	1	31
$582.15	5	8	58
$246.44	2	4	24
$444.07	4	4	44
$203.16	2	0	20
$427.95	4	2	42
$162.86	1	6	16
$387.27	3	8	38
$152.48	1	5	15
$111.26	1	1	11
$500.00	5	0	50
$213.00	2	1	21
$91.35	9	1	91
$843.27	8	4	84
$86.63	8	6	86
$24.00	2	4	24
$55.90	5	5	55
$31.49	3	1	31
$13.43	1	3	13
"$6,603.30"	6	6	66
"$6,343.02"	6	3	63
"$6,603.30"	6	6	66
"$6,343.02"	6	3	63
"$6,603.30"	6	6	66
"$6,343.02"	6	3	63
"$6,603.30"	6	6	66
"$6,343.02"	6	3	63
"$5,002.89"	5	0	50
"$6,461.84"	6	4	64
"$6,461.84"	6	4	64
"$6,461.84"	6	4	64
"$6,461.84"	6	4	64
"$6,461.84"	6	4	64
"$6,461.84"	6	4	64
"$6,461.84"	6	4	64
"$6,603.30"	6	6	66
$299.89	2	9	29
$45.70	4	5	45
$45.70	4	5	45
$45.70	4	5	45
$30.00	3	0	30
$49.90	4	9	49
$24.95	2	4	24
$19.95	1	9	19
$184.00	1	8	18
$184.00	1	8	18
$24.95	2	4	24
$24.95	2	4	24
"$1,516.20"	1	5	15
$49.90	4	9	49
$24.95	2	4	24
$69.90	6	9	69
$368.00	3	6	36
$780.24	7	8	78
$24.95	2	4	24
$94.20	9	4	94
$49.90	4	9	49
$49.90	4	9	49
$24.95	2	4	24
$24.95	2	4	24
$24.95	2	4	24
$74.85	7	4	74
$24.95	2	4	24
$24.95	2	4	24
$35.00	3	5	35
$24.95	2	4	24
$24.95	2	4	24
$49.90	4	9	49
$24.95	2	4	24
$24.95	2	4	24
$24.95	2	4	24
$49.90	4	9	49
$24.95	2	4	24
$79.80	7	9	79
$24.95	2	4	24
$24.95	2	4	24
$24.95	2	4	24
$24.95	2	4	24
$24.95	2	4	24
$725.00	7	2	72
$25.00	2	5	25
$1.44	1	4	14
$1.92	1	9	19
$25.00	2	5	25
$25.00	2	5	25
$25.00	2	5	25
$25.00	2	5	25
$50.00	5	0	50
$25.00	2	5	25
$25.00	2	5	25
$26.52	2	6	26
$100.00	1	0	10
$52.14	5	2	52
$169.47	1	6	16
$48.12	4	8	48
$33.02	3	3	33
$75.25	7	5	75
$55.90	5	5	55
$43.56	4	3	43
$50.00	5	0	50
$50.00	5	0	50
$850.00	8	5	85
$87.34	8	7	87
$101.02	1	0	10
$167.12	1	6	16
$117.95	1	1	11
$62.62	6	2	62
$145.61	1	4	14
$130.79	1	3	13
$95.66	9	5	95
$249.95	2	4	24
$41.61	4	1	41
$96.86	9	6	96
$25.00	2	5	25
$15.00	1	5	15
"$1,118.00"	1	1	11
$243.90	2	4	24
$265.50	2	6	26
$770.28	7	7	77
$65.04	6	5	65
$84.94	8	4	84
$73.44	7	3	73
$73.44	7	3	73
$217.46	2	1	21
$86.20	8	6	86
$70.04	7	0	70
"$3,431.36"	3	4	34
"$1,515.00"	1	5	15
$22.97	2	2	22
"$2,869.48"	2	8	28
"$31,713.23"	3	1	31
$137.95	1	3	13
$110.30	1	1	11
($107.08)	1	0	10
$114.13	1	1	11
$30.87	3	0	30
$191.77	1	9	19
$65.00	6	5	65
$165.00	1	6	16
$375.00	3	7	37
$465.00	4	6	46
$315.00	3	1	31
"$1,249.35"	1	2	12
$255.00	2	5	25
$415.00	4	1	41
$760.00	7	6	76
$175.00	1	7	17
$124.85	1	2	12
$124.85	1	2	12
$251.88	2	5	25
$307.40	3	0	30
$225.00	2	2	22
$195.00	1	9	19
$150.00	1	5	15
$195.00	1	9	19
$165.00	1	6	16
$175.00	1	7	17
$195.00	1	9	19
$195.00	1	9	19
$225.00	2	2	22
$295.00	2	9	29
$75.00	7	5	75
$301.53	3	0	30
$741.15	7	4	74
$295.00	2	9	29
$190.00	1	9	19
$150.00	1	5	15
$150.00	1	5	15
$650.00	6	5	65
$315.00	3	1	31
$75.00	7	5	75
$50.00	5	0	50
$609.50	6	0	60
$413.83	4	1	41
$150.00	1	5	15
$297.25	2	9	29
$120.00	1	2	12
$235.50	2	3	23
$225.00	2	2	22
$69.00	6	9	69
$295.00	2	9	29
$378.00	3	7	37
$255.80	2	5	25
$150.00	1	5	15
$375.00	3	7	37
$185.50	1	8	18
$95.00	9	5	95
$125.00	1	2	12
$395.00	3	9	39
$281.00	2	8	28
$390.00	3	9	39
$160.35	1	6	16
$265.50	2	6	26
$368.00	3	6	36
$153.00	1	5	15
$450.00	4	5	45
$165.00	1	6	16
$605.94	6	0	60
$165.00	1	6	16
$285.54	2	8	28
$259.27	2	5	25
$236.96	2	3	23
$152.66	1	5	15
$132.88	1	3	13
$115.15	1	1	11
$82.88	8	2	82
$388.86	3	8	38
$76.33	7	6	76
$76.33	7	6	76
$15.00	1	5	15
$25.67	2	5	25
$10.00	1	0	10
$374.46	3	7	37
$346.30	3	4	34
$117.43	1	1	11
$413.10	4	1	41
$60.00	6	0	60
$374.49	3	7	37
$167.28	1	6	16
$167.45	1	6	16
$238.42	2	3	23
$100.40	1	0	10
$175.00	1	7	17
$352.86	3	5	35
$15.00	1	5	15
$175.00	1	7	17
$175.00	1	7	17
$175.00	1	7	17
$175.00	1	7	17
$100.00	1	0	10
$100.00	1	0	10
$175.00	1	7	17
$175.00	1	7	17
$175.00	1	7	17
$175.00	1	7	17
$179.97	1	7	17
$3.06	3	0	30
$88.00	8	8	88
$232.47	2	3	23
$628.76	6	2	62
($119.80)	1	1	11
$964.40	9	6	96
($6.00)	6	0	60
($111.25)	1	1	11
$119.80	1	1	11
$6.00	6	0	60
$72.00	7	2	72
$111.25	1	1	11
($119.80)	1	1	11
$964.40	9	6	96
$359.40	3	5	35
$18.00	1	8	18
$24.00	2	4	24
$359.40	3	5	35
$139.80	1	3	13
$72.00	7	2	72
($610.40)	6	1	61
($139.80)	1	3	13
"$1,124.40"	1	1	11
($119.80)	1	1	11
$964.40	9	6	96
($139.80)	1	3	13
"$1,124.40"	1	1	11
($139.80)	1	3	13
"$1,159.35"	1	1	11
($610.40)	6	1	61
$964.40	9	6	96
"$1,124.40"	1	1	11
($119.80)	1	1	11
($139.80)	1	3	13
($139.80)	1	3	13
"$1,124.40"	1	1	11
($610.40)	6	1	61
"$1,124.40"	1	1	11
$964.40	9	6	96
($119.80)	1	1	11
($139.80)	1	3	13
($610.40)	6	1	61
"$1,054.40"	1	0	10
$994.35	9	9	99
$964.40	9	6	96
($131.80)	1	3	13
($239.60)	2	3	23
($610.40)	6	1	61
"$1,124.40"	1	1	11
"$1,054.40"	1	0	10
$964.40	9	6	96
"$1,159.35"	1	1	11
"$1,054.40"	1	0	10
($610.40)	6	1	61
($263.60)	2	6	26
($119.80)	1	1	11
($279.60)	2	7	27
($119.80)	1	1	11
$964.40	9	6	96
($119.80)	1	1	11
$964.40	9	6	96
"$1,054.40"	1	0	10
($131.80)	1	3	13
($119.80)	1	1	11
$964.40	9	6	96
($978.60)	9	7	97
"$1,124.40"	1	1	11
$964.40	9	6	96
($119.80)	1	1	11
($139.80)	1	3	13
"($1,124.40)"	1	1	11
"$1,054.40"	1	0	10
$964.40	9	6	96
$964.40	9	6	96
"$1,124.40"	1	1	11
($978.60)	9	7	97
($239.60)	2	3	23
($139.80)	1	3	13
($131.80)	1	3	13
$219.00	2	1	21
$336.26	3	3	33
$428.60	4	2	42
$428.60	4	2	42
$428.60	4	2	42
$428.00	4	2	42
$428.00	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.40	4	2	42
$428.60	4	2	42
$205.20	2	0	20
$160.00	1	6	16
$80.00	8	0	80
$80.00	8	0	80
$80.00	8	0	80
$100.00	1	0	10
$100.00	1	0	10
$205.20	2	0	20
$90.00	9	0	90
$90.00	9	0	90
$168.00	1	6	16
$205.20	2	0	20
$190.00	1	9	19
$205.20	2	0	20
$285.00	2	8	28
$285.00	2	8	28
$43.23	4	3	43
$42.90	4	2	42
$41.91	4	1	41
$44.55	4	4	44
$132.57	1	3	13
$150.02	1	5	15
$219.96	2	1	21
$243.48	2	4	24
$64.21	6	4	64
$146.44	1	4	14
$126.51	1	2	12
$89.17	8	9	89
$206.79	2	0	20
$131.25	1	3	13
$168.49	1	6	16
$77.31	7	7	77
$53.94	5	3	53
$124.53	1	2	12
$194.56	1	9	19
$72.43	7	2	72
$212.62	2	1	21
$80.55	8	0	80
$252.57	2	5	25
$71.58	7	1	71
$84.34	8	4	84
$244.33	2	4	24
$237.21	2	3	23
$52.53	5	2	52
$202.07	2	0	20
$207.30	2	0	20
$47.17	4	7	47
$158.72	1	5	15
$85.93	8	5	85
$144.98	1	4	14
"$21,617.32"	2	1	21
"$45,684.40"	4	5	45
"$25,553.05"	2	5	25
"$16,254.52"	1	6	16
"$20,156.88"	2	0	20
"$19,424.02"	1	9	19
$638.42	6	3	63
"$19,411.52"	1	9	19
"$19,583.61"	1	9	19
"$19,504.96"	1	9	19
"$19,810.32"	1	9	19
"$21,410.26"	2	1	21
"$20,811.56"	2	0	20
"$19,942.61"	1	9	19
"$18,127.67"	1	8	18
"$1,144.82"	1	1	11
$215.59	2	1	21
$157.96	1	5	15
$262.35	2	6	26
